Father_A,Father_B_1,Father_B_2,Father_C,Mother_A,Mother_B_1,Mother_B_2,Mother_C,D21_A,D21_B_1,D21_B_2,D21_C,T21_A,T21_B_1,T21_B_2,T21_C
NM_001034025,730,380,722,1218,821,442,613,777,680,394,371,1968,802,400,715,1640
NM_006817,738,386,745,1235,829,445,619,799,696,402,380,2040,819,407,728,1671
NM_024953,2164,1071,2415,4417,2309,1206,1833,2534,2105,1223,1279,7452,2541,1347,2446,3850
NM_001143906,1290,634,1287,2887,1290,654,1090,1438,1011,572,568,3680,1680,903,1493,2754
NM_001109662,4895,2401,5305,6989,5697,2944,4070,4496,4334,2455,2444,12074,6144,3196,5811,7004
NM_001320142,882,428,942,954,803,411,636,616,865,488,451,1739,954,489,901,997
NM_001320141,969,476,1010,1130,855,435,694,737,931,526,499,2075,1088,554,1025,1208
NM_002834,1786,897,2046,3319,1741,925,1251,1905,1579,888,933,5569,2178,1161,2035,3169
NM_080601,1305,649,1513,2358,1241,665,903,1427,1143,657,697,4204,1577,845,1486,2371
NM_001347952,35,19,46,266,48,24,40,83,27,17,13,296,66,42,60,167
NM_002534,755,376,738,1231,677,362,462,607,578,319,323,1383,1110,561,1000,1526
NM_001032409,865,427,843,1462,791,423,555,696,696,389,369,1551,1317,677,1223,1857
NM_006187,1009,521,1132,2015,1038,525,736,1144,1065,593,587,2259,2196,1147,2055,4104
NM_001032731,815,389,832,2030,618,327,427,924,563,340,305,1614,1131,625,1059,1961
NM_004416,370,179,393,1592,560,293,396,382,378,205,253,1904,1209,650,1226,1925
NM_001193520,174,96,233,666,204,97,160,114,175,96,79,937,501,273,520,635
NM_001144872,198,86,201,407,196,97,171,283,173,105,130,615,212,113,193,581
NM_024072,874,451,892,1991,956,451,729,1182,773,433,495,3165,1047,564,996,2381
NM_001286215,188,82,197,424,181,84,130,166,149,90,71,740,228,108,241,443
NM_138451,347,171,405,829,352,182,302,518,350,190,200,1470,474,240,475,792
NM_001351346,2455,1288,2563,6902,2824,1480,1974,2752,2346,1392,1331,9894,4322,2323,4098,6194
NM_024959,416,198,429,1139,558,285,458,660,447,257,219,1830,685,376,654,1286
NM_001358345,412,198,428,1134,558,285,458,660,447,257,219,1817,685,376,654,1281
NM_173542,322,176,298,739,327,166,273,496,274,159,170,1072,412,211,433,1061
NM_006843,92,42,102,257,168,80,118,232,88,48,38,263,110,51,87,309
NM_001304993,52,27,68,137,51,22,38,57,30,21,21,174,61,35,44,141
NM_022363,3,1,2,2,5,1,3,3,9,6,2,5,3,2,5,8
NR_126425,2,1,1,3,1,1,0,0,0,0,0,0,5,3,2,1
NR_110025,15,8,12,52,11,4,5,28,10,5,4,70,33,15,22,28
NM_001146699,1929,955,2049,4950,2269,1142,1731,2957,1852,1049,1044,7956,3234,1695,3189,6052
NM_000192,5,3,6,33,3,1,1,4,9,5,3,39,7,5,11,9
NR_038440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_005996,0,0,0,14,0,0,0,0,0,0,0,0,3,1,1,0
NM_015335,3523,1766,3856,10278,3852,1965,2772,3304,6539,3816,3672,25837,3256,1695,3220,9501
NR_027346,41,18,35,159,22,12,19,40,68,32,53,386,39,12,38,165
NM_001085481,62,30,87,190,57,36,31,74,140,94,99,594,72,38,54,339
NM_024738,415,201,464,980,470,249,360,691,499,307,316,1924,670,352,639,1238
NM_001109903,661,309,718,1518,649,326,488,787,614,328,361,1861,1075,578,973,1755
NR_073189,39,21,37,161,20,6,25,39,32,19,26,155,50,28,49,107
NM_153348,700,341,713,1929,469,264,377,757,1122,663,632,4773,1050,544,1082,2045
NR_103809,64,29,52,186,68,40,55,95,90,49,51,435,105,57,123,209
NM_001168325,309,144,312,843,118,62,93,174,515,295,281,2264,334,183,314,1052
NR_120464,152,86,149,452,152,80,113,206,132,80,89,538,226,116,204,439
NM_015002,991,494,1125,2355,991,521,675,1172,1048,609,600,4615,1068,566,994,2141
NM_001204218,61,36,51,172,42,20,37,74,60,36,28,286,63,34,42,184
NM_173598,136,65,174,698,195,91,119,231,137,68,74,840,387,193,379,552
NM_001130113,440,237,446,993,643,343,451,714,376,217,245,1673,572,296,554,1295
NM_007370,440,237,446,989,643,343,451,714,376,217,245,1673,572,296,554,1295
NM_001278557,744,348,790,1576,868,438,615,1210,788,450,493,2897,1115,578,1084,1982
NM_019086,135,68,155,395,179,95,111,222,103,60,62,861,267,145,261,469
NM_002567,417,225,397,496,519,254,373,399,385,224,217,1091,411,222,416,772
NM_016281,6244,3151,6822,11667,5376,2834,4123,5110,4830,2847,2889,15017,8627,4458,8341,9679
NM_022491,675,331,737,1407,658,356,478,803,746,449,437,2594,872,441,785,1720
NR_134997,1,0,2,14,4,1,2,3,0,0,0,11,2,1,4,5
NM_194286,26,14,30,157,37,20,39,49,16,9,9,176,35,14,45,81
NM_014365,2,1,0,25,4,3,2,9,5,2,3,31,2,2,3,18
NR_024246,1,1,2,11,7,2,6,8,1,1,0,21,1,1,4,7
NM_178499,38,19,62,259,88,41,52,103,82,41,35,374,67,30,45,201
NM_001136534,10,4,10,49,31,17,14,20,33,14,14,72,13,7,22,42
NM_006253,639,327,665,1372,634,368,433,688,625,369,350,2492,687,372,641,1789
NM_007174,1309,668,1343,2830,1379,687,969,1651,1429,812,866,4311,1581,817,1604,3151
NM_001367886,787,394,911,1925,672,322,478,734,599,339,331,2067,724,374,728,1613
NR_147894,783,392,910,1915,672,322,478,729,603,341,334,2065,719,371,725,1606
NM_001167606,1036,516,1196,2244,1117,586,818,1276,1009,600,592,3893,1187,588,1120,2640
NM_006836,2541,1275,2841,5032,3012,1525,2293,3304,2471,1419,1366,8339,3089,1634,2771,5964
NM_001002,1550,794,1737,2364,1959,1045,1380,1980,1551,900,884,4460,1867,978,1743,3256
NM_053275,1550,794,1737,2367,1963,1048,1387,1983,1551,900,884,4464,1869,979,1744,3256
NR_038924,171,88,170,399,110,52,93,169,127,71,87,782,192,99,180,379
NM_001243756,434,200,437,1179,393,206,258,585,381,203,254,1799,514,275,520,1346
NM_001080855,434,200,437,1179,393,206,258,585,381,203,254,1799,514,275,520,1346
NM_012240,52,22,53,165,61,31,40,38,50,25,32,299,39,21,46,140
NM_000928,1,1,0,24,0,0,0,3,0,0,0,21,5,2,6,13
NM_002442,9,5,16,34,2,1,2,13,0,0,2,56,11,7,7,35
NM_176818,1262,628,1275,2693,1517,830,1032,1718,1200,680,644,4103,1516,761,1394,2756
NM_003769,835,425,822,1524,839,448,567,939,711,420,423,2496,953,473,936,1656
NM_001037494,384,184,422,848,412,227,328,630,400,233,255,1366,516,271,466,896
NR_038854,64,30,73,130,80,49,42,117,53,31,28,198,73,39,52,112
NM_032314,280,132,357,781,325,170,211,382,323,185,182,1422,382,198,315,670
NM_001330474,1889,953,1958,3805,1947,1046,1407,2212,1924,1089,1021,6932,2316,1224,2171,3611
NM_001033677,89,42,105,262,112,53,79,114,30,16,18,126,106,57,88,207
NM_014730,670,358,700,1157,723,402,558,549,685,391,405,2280,961,498,872,1228
NM_001303627,651,345,677,1079,690,383,528,510,655,375,384,2142,908,472,815,1110
NM_001080533,278,141,274,886,320,173,254,356,233,149,123,1619,357,169,362,793
NM_001302554,194,95,195,554,188,99,126,309,211,130,96,887,284,153,277,603
NM_139015,4202,2083,4678,8217,5080,2639,3785,4453,3503,2010,2052,12810,6168,3260,5898,6918
NR_131215,38,18,42,125,33,11,19,44,29,13,16,227,67,36,60,90
NM_001306179,168,81,190,498,168,85,126,268,194,110,102,646,202,106,206,616
NM_022895,231,115,280,666,247,126,187,356,258,151,152,1029,352,169,300,761
NM_003733,413,213,446,857,96,48,83,139,195,107,101,293,354,175,329,611
NR_033953,202,99,229,813,336,156,224,431,136,85,74,762,422,223,403,719
NM_001256796,980,502,1029,2274,1159,634,873,1342,1145,642,609,4579,1116,579,996,2498
NM_006549,1107,566,1147,3189,1459,738,1038,1814,1701,985,1010,8296,1582,790,1484,3730
NM_172214,848,424,882,2592,1105,558,808,1379,1387,801,824,6727,1249,630,1184,2923
NM_001137559,1150,542,1318,2359,1282,653,1055,1264,1307,774,781,4682,1363,708,1358,2123
NM_025126,1809,909,1957,3334,2452,1275,1812,2471,1749,1044,970,5384,2127,1118,2060,3702
NM_032590,4201,2079,4544,10294,7762,3984,5722,8529,3861,2199,2264,13567,8942,4640,8637,12258
NM_001363685,317,156,350,758,427,232,278,601,298,167,170,1354,441,214,465,800
NM_001080825,1184,618,1249,3165,1733,920,1282,2071,1087,624,620,4485,2051,1048,1951,3787
NM_019034,662,340,734,2146,1005,535,739,1524,674,388,382,2817,1262,646,1183,2512
NR_152737,740,349,800,2417,981,513,696,1399,838,511,441,4120,1095,574,1125,2700
NM_001353345,750,363,811,1840,798,443,581,1096,730,413,434,3021,820,424,828,2079
NM_001171993,90,36,111,278,135,61,101,150,96,58,49,521,160,86,121,281
NR_048555,297,134,291,663,373,181,283,412,321,194,196,1105,315,160,298,874
NM_001178003,136,69,157,281,152,78,133,186,123,68,54,458,202,107,182,374
NM_001024808,370,184,398,1143,539,272,386,351,237,135,153,1292,658,332,659,1696
NR_135044,100,52,78,225,84,41,50,82,65,44,19,245,101,58,127,304
NM_152759,24,13,26,88,35,14,27,67,14,10,8,90,37,13,36,92
NM_001330492,461,221,456,1375,451,235,352,692,407,238,276,1857,546,279,536,1768
NM_001278303,521,271,549,1066,527,258,426,626,435,260,265,2186,682,334,704,973
NM_019887,535,277,572,1144,556,276,446,663,451,269,269,2330,713,354,737,1050
NM_022916,494,244,502,867,378,188,269,486,424,269,251,1511,499,252,513,860
NM_198240,1977,977,2292,5325,2065,1082,1555,2597,1763,1032,1035,7754,2073,1115,2071,3703
NM_002956,1977,977,2292,5325,2060,1080,1554,2597,1761,1031,1034,7753,2073,1115,2071,3701
NR_045382,91,34,111,256,67,27,49,102,68,42,39,225,61,34,49,133
NM_001350936,1054,543,1264,2474,1164,609,924,1383,1158,640,690,4702,1444,732,1408,2241
NM_023012,2158,1037,2334,4653,2415,1299,1818,2769,2112,1174,1290,9267,2732,1369,2580,3982
NM_014708,1021,530,1131,2193,1281,674,984,1421,1513,875,892,5108,1474,796,1521,2890
NM_032554,5,2,6,31,15,9,14,20,2,0,7,55,5,2,7,47
NM_003677,872,434,902,1548,1026,549,789,937,926,519,563,3181,1183,632,1133,1347
NR_027918,142,63,162,434,163,94,127,235,88,46,51,722,210,93,198,489
NM_001303099,151,77,176,402,120,56,81,94,65,40,42,246,169,77,173,410
NM_003959,335,170,389,888,327,164,198,242,139,83,84,490,376,190,376,666
NM_024667,1363,665,1461,2740,937,489,645,594,777,450,449,1929,1755,871,1643,1225
NM_001243014,114,52,134,368,113,66,99,165,99,54,56,346,184,96,147,349
NM_019624,87,39,105,292,86,52,76,144,84,44,46,278,148,72,115,314
NM_024623,325,146,290,1195,296,154,175,532,354,197,177,1880,446,209,440,1498
NM_001304833,259,121,229,1039,221,116,144,442,268,150,140,1627,385,180,376,1137
NM_001300801,329,160,376,1084,396,202,304,612,321,183,168,1664,616,328,578,1254
NR_038290,11,5,14,14,10,6,9,8,4,1,5,27,10,6,13,24
NR_103517,1194,571,1361,2792,1431,781,1026,1518,1394,771,805,4690,1650,842,1589,2466
NM_152269,774,382,844,2096,923,493,696,1040,797,458,408,3768,1283,664,1190,2071
NM_001194995,766,379,835,2082,918,491,696,1032,793,455,408,3721,1273,659,1186,2063
NR_073008,163,80,158,392,197,102,155,224,170,97,102,649,231,127,216,458
NR_073007,180,87,171,425,212,111,166,250,199,112,114,719,247,132,232,523
NM_018183,2001,1016,2178,4027,2332,1221,1732,2699,1877,1065,1155,7828,2426,1293,2367,3910
NM_001367389,728,357,785,1863,1057,558,757,1293,704,407,390,3011,1043,525,1001,2166
NR_130703,975,494,1038,1793,1349,714,1063,1639,831,474,478,3531,1497,789,1537,2098
NM_022717,401,191,379,647,448,235,335,491,354,223,211,1585,459,253,429,755
NM_180699,306,142,268,498,337,185,262,345,261,156,174,1208,323,173,310,558
NM_178314,646,320,641,1603,761,398,605,1079,594,369,350,2207,861,457,852,1997
NM_001319302,562,288,555,1455,642,336,499,962,529,326,314,1953,743,389,714,1769
NR_110049,68,35,51,138,29,16,34,56,62,30,40,355,71,36,84,146
NM_006815,562,254,602,1115,481,254,435,521,644,393,346,2072,807,452,826,981
NR_135105,818,416,868,1440,921,485,637,905,857,497,509,2608,953,504,900,1516
NM_001414,630,334,723,1395,644,353,480,847,582,320,369,2491,869,432,814,1368
NM_001271868,628,316,723,1264,637,346,420,707,626,371,377,2435,940,498,863,1208
NM_001143850,223,101,220,533,173,92,127,212,147,81,90,844,186,85,162,431
NM_012463,1348,709,1474,2729,1469,793,1137,1467,1404,791,820,4802,1796,948,1678,3106
NM_025140,220,116,255,606,298,152,223,409,292,173,174,1025,300,162,262,766
NM_152437,821,423,917,1593,739,405,599,926,747,425,479,2752,1077,561,1060,1365
NM_001206654,8366,4270,8542,20042,10361,5478,7366,12946,6145,3493,3591,21184,13690,7039,13231,25513
NM_005505,2495,1209,2579,5745,4109,2181,2941,4261,2479,1425,1420,8984,4600,2415,4605,7597
NM_001367982,849,421,868,2326,1596,867,1172,1856,853,478,505,3531,1829,941,1811,2996
NM_021009,2975,1391,2795,12449,3590,1882,2557,5897,2869,1657,1742,24232,4573,2433,4268,15835
NM_032656,846,407,906,1614,861,445,579,1003,648,361,379,2496,998,531,947,2031
NM_080626,1257,615,1457,2916,1448,746,1139,1625,1371,759,766,5589,1851,964,1761,3744
NM_001319840,1007,508,1087,2056,655,332,460,882,922,523,543,2997,1189,601,1152,2446
NM_001366854,408,201,496,725,261,144,188,229,334,178,177,756,537,280,619,862
NM_052907,163,82,175,506,117,65,77,150,140,76,65,529,209,114,201,678
NR_034132,7,7,5,41,15,9,8,10,10,5,2,17,7,4,9,15
NR_110053,0,0,0,11,0,0,0,2,0,0,0,18,2,0,0,3
NR_147498,3,0,2,33,5,2,3,12,1,0,5,54,10,7,5,31
NR_146291,2,0,0,3,1,1,0,4,0,0,0,5,0,0,0,3
NR_130748,4,2,16,19,1,1,1,13,4,3,1,36,12,4,14,14
NR_110035,1,0,2,33,3,0,1,5,5,3,3,22,5,2,5,6
NR_033878,9,3,13,60,11,5,7,24,11,7,9,65,5,2,1,36
NR_038256,0,0,3,4,1,1,0,2,0,0,0,1,0,0,0,5
NR_033970,1,0,0,10,0,0,1,1,7,2,2,2,0,0,0,4
NR_104646,26,12,45,196,51,25,42,97,50,28,25,298,58,30,58,141
NR_146537,2,1,3,3,0,0,0,2,0,0,0,10,8,5,2,11
NR_110057,1,1,3,4,2,1,2,0,2,2,1,6,0,0,0,1
NR_120451,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NR_134995,0,0,3,8,12,3,5,3,0,0,0,11,0,0,0,4
NR_033987,2,1,4,10,1,0,4,2,0,0,0,21,0,0,0,2
NR_126452,16,7,25,100,13,6,11,25,5,4,0,91,12,7,14,39
NR_046392,7,2,11,35,6,2,5,14,2,1,0,26,7,4,10,13
NR_131985,0,0,0,3,0,0,1,0,3,3,2,0,0,0,0,1
NR_104647,4,3,8,56,7,7,4,8,6,3,4,37,7,2,5,17
NR_104648,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0
NM_001136103,76,37,98,437,115,66,77,153,64,35,42,459,151,79,116,198
NM_145648,2507,1222,2715,8358,3979,2025,2914,6128,3858,2201,2230,22291,6146,3176,5776,12032
NR_148996,5,1,6,31,2,2,6,2,15,5,6,56,21,9,16,23
NM_001366886,616,303,695,2247,165,86,135,167,500,306,279,2323,2109,1141,2077,2725
NM_133448,136,68,178,826,177,102,132,318,140,71,74,814,222,122,232,439
NR_104173,1,0,1,3,0,0,0,1,0,0,0,8,0,0,1,5
NR_110058,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
NR_024457,1,0,0,6,3,2,3,2,1,1,1,3,9,2,5,3
NR_033834,2,0,2,2,2,0,0,1,0,0,0,2,0,0,0,3
NM_007197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190971,5,2,6,28,10,7,5,5,0,0,0,26,4,1,4,11
NM_001351226,368,182,377,1013,5040,2569,3789,3301,700,395,445,3308,4062,2069,3981,4219
NM_015347,255,134,258,729,3646,1873,2718,2408,513,285,328,2432,2972,1514,2856,3063
NM_001351233,343,167,350,910,4600,2345,3466,2982,638,363,407,2909,3741,1907,3660,3817
NM_001980,240,132,291,695,376,194,274,541,247,146,136,980,433,210,433,1025
NM_001300796,599,311,693,1343,727,387,602,852,707,403,377,2890,749,405,774,1403
NM_001330497,301,156,346,1191,474,241,315,443,202,115,104,1077,732,384,661,2482
NR_131951,4,2,0,9,0,0,2,2,0,0,1,2,21,12,13,15
NR_026670,13,6,13,56,21,12,13,38,23,9,12,148,42,24,45,51
NR_103736,2,1,1,16,7,3,3,5,4,2,2,4,5,3,9,8
NM_001261411,2130,1057,2254,4492,2401,1219,1771,2963,1976,1132,1096,7672,2859,1512,2824,5297
NM_016155,21,9,22,83,40,23,36,36,11,9,7,35,49,30,66,53
NM_003565,290,144,300,961,289,168,185,552,312,185,162,1646,436,230,365,1165
NM_025215,631,298,690,1108,618,307,435,777,569,314,354,1864,734,402,676,1430
NM_015409,2175,1074,2333,4581,2485,1277,1773,2887,2202,1208,1242,7654,2932,1528,2865,5246
NR_003290,828,429,886,1908,923,496,676,833,840,483,505,3022,1074,563,1007,1943
NM_175066,318,152,335,771,307,157,203,420,268,169,135,1191,382,198,370,844
NM_024078,145,77,144,316,174,89,118,188,101,63,67,637,168,92,170,392
NM_001122636,40,15,47,147,36,20,30,42,35,12,27,167,38,22,40,143
NR_024563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142641,936,453,1077,3212,1483,770,1089,2727,867,478,494,4128,1247,669,1232,4171
NM_001195520,3,2,3,15,1,0,0,6,0,0,0,8,3,0,1,1
NM_012226,111,52,100,537,149,71,117,366,137,84,70,794,177,100,150,1007
NM_006231,1205,589,1312,2344,1295,640,858,1612,1214,700,726,4843,1588,805,1368,3378
NM_018663,344,180,369,1092,465,225,335,673,485,274,285,2387,579,308,605,1597
NM_138575,235,119,228,424,338,176,245,432,201,129,118,886,260,138,267,750
NM_015114,1338,646,1474,3373,2102,1095,1589,2450,1409,797,773,5930,1942,1033,1903,4519
NM_005895,2288,1091,2389,5591,2328,1228,1686,2685,2407,1365,1467,9871,3554,1835,3544,5844
NM_001172557,1701,814,1787,4224,1721,918,1238,2082,1810,1021,1100,7228,2609,1368,2610,4296
NM_001161347,1281,639,1302,2973,1421,720,1095,1566,1030,566,578,4376,1561,796,1663,2746
NM_183238,652,325,749,1739,764,399,545,835,654,376,396,2722,958,506,923,1533
NM_001256280,1309,694,1424,2869,1387,702,1150,1427,1348,798,737,5259,1894,979,1848,2530
NR_110091,15,10,10,41,11,4,5,15,3,3,11,18,5,4,8,29
NM_003428,1231,632,1253,2920,1224,614,957,1523,1214,673,658,4537,1604,871,1531,2515
NM_001289971,1230,631,1252,2919,1223,613,955,1522,1213,673,657,4516,1598,867,1530,2500
NM_003440,826,412,939,1766,805,430,573,991,812,449,472,3036,1163,615,1089,1552
NM_001277291,78,39,107,293,81,41,91,147,106,63,65,596,135,73,136,253
NM_015394,414,206,453,861,452,249,350,414,315,193,194,1299,515,294,469,483
NM_001165882,1081,517,1215,2529,1218,628,943,1252,967,549,566,3717,1192,630,1181,2180
NM_001191054,1,1,2,16,2,1,1,3,0,0,0,28,3,1,14,9
NM_145913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001304958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001135811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001367912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_037918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001261399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_160307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001330356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_135060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_173855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027278,23,12,17,91,19,9,21,8,14,9,4,86,23,13,25,89
NR_138091,61,29,81,264,143,65,105,212,62,35,34,181,165,72,164,213
NR_104118,2,1,1,21,2,1,4,0,4,2,2,5,1,1,0,6
NR_026852,1,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0
NR_146902,29,15,40,72,26,14,35,31,25,10,6,95,33,20,22,50
NM_006001,2,1,5,31,0,0,2,15,1,1,0,15,12,5,11,20
NR_126054,2,0,1,10,5,4,2,5,0,0,0,9,0,0,2,19
NR_027248,512,253,570,1055,61,30,56,81,389,202,252,1507,247,133,256,425
NR_073485,852,416,949,1693,769,410,588,552,784,447,426,1871,1033,560,1043,1314
NM_017520,1675,886,1828,3648,1799,934,1366,1916,1686,952,1008,7245,2267,1205,2119,3519
NR_149053,3170,1623,3587,6629,3995,2101,3065,4472,3141,1827,1872,11107,4374,2326,4349,6920
NM_001142684,1045,548,1192,2724,1030,506,807,1424,1148,688,711,4358,1476,776,1439,2059
NM_001039650,655,345,745,1735,717,351,565,880,733,437,468,2939,923,493,958,1237
NM_001353159,3729,1972,4393,9354,4116,2131,3033,4562,4203,2442,2315,16622,5503,2975,5432,7265
NM_001353165,2980,1580,3422,7049,3079,1611,2323,3341,3212,1866,1805,12463,4140,2244,4099,5295
NM_001190964,3626,1923,4260,8942,3995,2075,2943,4282,4101,2386,2256,15984,5279,2862,5209,6640
NM_021954,32,13,44,109,4,2,5,4,4,2,5,26,2,1,4,31
NM_004004,1,0,4,2,2,0,2,2,3,3,1,0,14,10,13,4
NM_001110221,0,0,1,11,0,0,0,3,0,0,0,8,3,2,0,1
NM_001363647,479,224,568,1475,598,321,420,853,540,319,303,2771,838,442,853,1709
NM_015974,479,224,568,1475,598,321,420,853,540,319,303,2771,838,442,853,1709
NR_148465,559,268,639,1096,595,318,443,629,494,270,302,1657,673,345,610,963
NM_138284,39,11,49,125,59,30,47,76,29,16,16,146,54,30,53,164
NM_001318939,461,233,468,1165,525,270,442,632,458,249,269,2168,596,311,661,1299
NM_174928,461,233,468,1164,525,270,442,631,458,249,269,2167,596,311,661,1292
NM_022459,2455,1173,2803,4777,2373,1256,1924,2847,2242,1266,1326,8709,3109,1614,2921,4355
NR_104058,100,47,100,96,100,50,83,45,100,57,57,101,117,48,114,68
NM_014572,114,59,144,546,345,182,275,527,289,151,174,1491,453,239,415,1060
NM_005870,696,370,736,1842,813,419,582,1056,784,457,419,3652,991,542,951,1730
NM_001366643,696,370,736,1845,816,420,585,1058,784,457,419,3657,991,542,951,1730
NM_145061,244,122,283,473,219,116,153,253,310,173,180,1120,290,146,304,484
NM_001365454,9,5,10,43,16,7,8,9,9,4,9,21,14,11,18,31
NR_038939,205,98,258,483,393,193,304,480,231,137,132,833,386,193,400,851
NR_103841,253,131,293,483,376,185,284,536,235,135,128,725,424,214,426,998
NR_144554,34,19,42,52,41,14,39,66,26,12,15,47,22,8,27,169
NM_001286638,1766,851,2152,3943,2046,1027,1561,2192,1771,1008,1060,6112,2530,1316,2540,3312
NM_152726,1641,847,1826,3126,1503,762,1149,1680,1619,923,931,5324,1959,1011,1890,3172
NM_002010,45,19,70,48,20,8,9,20,42,23,31,123,31,15,29,43
NR_047040,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3
NR_103810,320,162,376,773,134,72,103,288,111,60,54,310,370,212,371,252
NR_138043,188,112,219,321,79,33,64,87,85,46,61,280,268,143,270,1076
NM_000231,88,38,108,304,71,36,53,101,69,39,30,323,73,49,76,191
NM_014363,1503,736,1598,2960,1605,846,1205,1710,1357,748,798,4614,1298,645,1375,2980
NR_103450,8,5,2,18,1,0,0,7,2,1,3,20,0,0,3,10
NR_038995,23,12,25,32,17,8,11,14,9,7,5,36,17,8,10,49
NM_001204459,3057,1558,3423,7290,2535,1388,1944,5977,1720,985,977,8252,1670,900,1599,2673
NM_148957,3050,1555,3418,7286,2532,1386,1943,5970,1720,985,977,8245,1670,900,1599,2673
NM_018647,2244,1129,2497,4790,1820,1014,1401,3651,1191,675,638,5012,1185,649,1141,1812
NM_005932,1455,705,1656,3213,1456,748,1074,2645,1325,729,756,5757,1996,1037,1912,3289
NM_001014442,26,14,28,84,30,13,19,91,32,20,13,114,42,24,35,186
NR_104426,11,6,14,45,25,13,13,14,17,9,13,88,24,9,21,36
NR_073430,4,1,1,51,4,2,4,9,13,8,5,53,7,4,10,21
NR_104595,71,33,89,116,15,8,7,7,20,12,10,97,34,21,28,67
NM_001286794,698,340,780,1510,616,346,454,828,460,264,248,1545,1094,591,953,1824
NM_001303138,96,52,101,318,98,61,66,111,64,38,28,283,134,74,128,336
NR_131903,22,16,32,45,11,7,10,10,15,8,10,26,26,13,24,21
NM_006437,2279,1151,2509,5062,1888,1012,1465,2568,2235,1249,1247,8589,2847,1512,2625,4872
NR_002815,21,14,31,71,66,34,50,60,36,23,19,56,72,37,95,143
NM_001676,7,2,11,38,13,9,8,13,6,3,5,63,16,6,6,29
NM_001185085,7,2,11,38,13,9,8,13,6,3,5,63,16,6,6,29
NM_001184993,77,41,73,225,97,46,56,149,88,53,47,427,102,58,109,226
